2-s2.0-84873919500.xml,"An increasing number of high-performance networks provision dedicated channels through circuit switching or MPLS/GMPLS techniques to support large data transfer. The link bandwidths in such networks are typically shared by multiple users through advance reservation, resulting in varying bandwidth availability in future time. Developing efficient scheduling algorithms for advance bandwidth reservation has become a critical task to improve the utilization of network resources and meet the transport requirements of application users. We consider an exhaustive combination of different path and bandwidth constraints and formulate four types of advance bandwidth scheduling problems, with the same objective to minimize the data transfer end time for a given transfer request with a prespecified data size: 1) fixed path with fixed bandwidth (FPFB); 2) fixed path with variable bandwidth (FPVB); 3) variable path with fixed bandwidth (VPFB); and 4) variable path with variable bandwidth (VPVB). For VPFB and VPVB, we further consider two subcases where the path switching delay is negligible or nonnegligible. We propose an optimal algorithm for each of these scheduling problems except for FPVB and VPVB with nonnegligible path switching delay, which are proven to be NP-complete and nonapproximable, and then tackled by heuristics. The performance superiority of these heuristics is verified by extensive experimental results in a large set of simulated networks in comparison to optimal and greedy strategies. © 1993-2012 IEEE."
2-s2.0-1642337802.xml,Precision and accuracy of portable meter Accutrend GCT (Roche Diagnostics®) were examined. Very good instrumental precision and accuracy characterizes this device.
2-s2.0-84874220566.xml,We consider the following nonlinear Schrödinger system in ℝ
2-s2.0-1642275075.xml,"High-throughput assays for enzyme catalysis that can be applied to a broad range of chemical reactions are key to advances in directed evolution and proteomics. Recently, we reported such a general assay, chemical complementation, which links enzyme catalysis to reporter gene transcription in vivo using the yeast three-hybrid assay. In this proof-of-principle experiment, it was shown that a wild-type β-lactamase enzyme could be isolated from a pool of inactive mutants using a lacZ screen. Ideally, however, such an assay should be able to distinguish enzymes based on their catalytic activity. Thus, here, we set out to determine if the catalytic efficiency of an enzyme variant does in fact correlate with its level of transcription activation in the chemical complementation assay. First, the reaction mechanism for the cleavage of the β-lactam substrate used in the chemical complementation proof-of-principle experiment was determined. Then a series of β-lactamase variants was designed to span several orders of magnitude in k"
2-s2.0-1642310856.xml,"Three alternative routes, using the heterobifunctional macroinitiator technique, have been developed to obtain polystyrene-poly(tert-butyl methacrylate)-poly-(ethylene oxide) triarm star block copolymers. Only the route showing the reverse initiation of tert-butyl methacrylate on potassium alkoxide leads to the pure star, whereas the other strategies lead to incomplete initiation because of either an increase in the side reactions, such as transesterification, or a decrease in the accessibility toward bulky catalysts. These limits are linked to the particular location of the initiating group at the junction of the two blocks of the copolymer precursor. © 2004 Wiley Periodicals, Inc."
2-s2.0-84874079335.xml,"In combination with a single-crystal diamond anvil cell (DAC), a polycapillary half-lens (PHL) re-focusing optics has been used to perform high-pressure extended X-ray absorption fine-structure measurements. It is found that a large divergent X-ray beam induced by the PHL leads the Bragg glitches from single-crystal diamond to be broadened significantly and the intensity of the glitches to be reduced strongly so that most of the DAC glitches are efficiently suppressed. The remaining glitches can be easily removed by rotating the DAC by a few degrees with respect to the X-ray beam. Accurate X-ray absorption fine-structure (XAFS) spectra of polycrystalline Ge powder with a glitch-free energy range from -200 to 800 eV relative to the Ge absorption edge are obtained using this method at high pressures up to 23.7 GPa, demonstrating the capability of PHL optics in eliminating the DAC glitches for high-pressure XAFS experiments. This approach brings new possibilities to perform XAFS measurements using a DAC up to ultrahigh pressures. © 2013 International Union of Crystallography."
2-s2.0-84874228477.xml,"The dynamics of infectious diseases that are spread through direct contact have been proven to depend on the strength of community structure or modularity within the underlying network. It has been recently shown that weighted networks with similar modularity values may exhibit different mixing styles regarding the number of connections among communities and their respective weights. However, the effect of mixing style on epidemic behavior was still unclear. In this paper, we simulate the spread of disease within networks with different mixing styles: a dense-weak style (i.e., many edges among the communities with small weights) and a sparse-strong style (i.e., a few edges among the communities with large weights). Simulation results show that, with the same modularity: 1) the mixing style significantly influences the epidemic size, speed, pattern and immunization strategy; 2) the increase of the number of communities amplifies the effect of the mixing style; 3) when the mixing style changes from sparse-strong to dense-weak, there is a 'saturation point', after which the epidemic size and pattern become stable. We also provide a mean-field solution of the epidemic threshold and size on weighted community networks with arbitrary external and internal degree distribution. The solution explains the effect of the second moment of the degree distribution, and a symmetric effect of internal and external connections (incl. degree distribution and weight). Our study has both potential significance for designing more accurate metrics for the community structure and exploring diffusion dynamics on metapopulation networks. © 2013 Min et al."
2-s2.0-1442351678.xml,"Companies have a share in our common responsibility to future generations. Hitherto, this responsibility has been all but neglected in the business ethics literature. This paper intends to make up for that omission. A strong case for our moral responsibility to future generations can be established on the grounds of moral rights theory, utilitarianism and justice theory. The paper analyses two practical cases in environmental policy, in order to come to grips with the complicated ethical issues involved in the responsibility to future generations. The cases deal with the management of finite energy sources and of vulnerable resources of biodiversity. The ethical issues involved in these cases have an important bearing on business ethics: future generations should be included among the stakeholders of the firm. The paper concludes with a plea to institutionalize a ""third arena"" for debate and deliberation on the protection of the interests of future generations, next to the arenas of the government and the market. Companies should participate in this third arena, led by a participatory ethics."
2-s2.0-1642567884.xml,"Over the last decade, Australian organisations have embraced total quality management (TQM) as an effective management philosophy. However, a recent report indicated that there is little evidence of leading Australian researchers working on quality and related areas. Moreover, the perception is that whatever research has been done, it is fragmented and at a low level. In the light of this we conducted an extensive literature search on TQM materials. Our purpose was to provide a systematic analysis of the TQM articles published by the Australian researchers or in the context of Australian organisations. Our analysis led us to conclude that the research has been unbalanced, focusing mainly on case studies and empirical research. Further research is necessary to develop conceptual underpinning and analytical models based on large empirical studies. © MCB UP Ltd."
2-s2.0-84874085082.xml,"There are increasing numbers of mothers as well as fathers who engage in long-term migration to support their children and other family members in their home countries. In this article, the current state of the literature about children and adolescents left at home in these transnational families is surveyed and reviewed. The article reviews the effects on children of the process of separation from parents, the impact of gifts and remittances home, communication with distant parents and the quality of life with their substitute caregivers. The effects of immigration in late childhood or adolescence on these separated children are examined, as well as what is known about the processes of adaptation and family reunification, including migration traumas, impact of gender, and educational outcomes. Suggestions are given for pediatric clinicians working with reunifying families. Gaps in the literature are highlighted and the need for research into factors that promote successful family re-engagement and overall adaptation upon reunification. © 2013 Mosby, Inc."
2-s2.0-84874163134.xml,"Purpose - Using the Malcolm Baldrige National Quality Award (MBNQA) criteria, the purpose of this study is to compare perceptions of Malaysian hotel quality managers (HQMs) and employees on leadership and workforce practices. Design/methodology/approach - A mixed methods approach was used. Questionnaires were distributed to 35 HQMs and 576 employees of three-, four-, and five-star hotels. Interviews were conducted with HQMs. Descriptive statistics, t-test, and analysis of variance were used to analyze the data. All interviews were transcribed, hand coded, and analyzed for themes. Findings - Compared to hotel employees, HQMs had higher scores for all leadership and workforce items. Comparing managers' perceptions revealed a statistically significant difference between three- and four-star with five-star hotels on developing explicit quality policies and measurable objectives. For employees, there were statistically significant differences for most of the questionnaire items between three- and four-star with five-star hotels. HQMs identified inefficient communication systems and failure to develop explicit quality policies and objectives as main reasons for perception incongruences between employees and managers. Research limitations/implications - Two of the seven MBNQA criteria were used in this study; future research utilizing the other five criteria may be beneficial. Practical implications - This study provides hoteliers with quality practice perception differences between HQMs and employees in different star-rated hotels. Knowing these differences should compel hoteliers to review their leadership and workforce practices, identify reasons for discrepancies, and attempt to minimize the gap. Originality/value - No known studies in Malaysia, investigating this issue, have been conducted using a mixed methods approach. Additionally, this study provides empirical findings on quality practices from manager and employee perspectives. © Emerald Group Publishing Limited."
2-s2.0-1542437908.xml,"0.05). CONCLUSION: Despite normal otoscopic findings, external auditory canal cultures may show pathogenic colonization in patients with asteatosis. Topical administration of alcohol and boric acid solution seems to relieve itching in patients with normal flora."
2-s2.0-1442326881.xml,"The literature data concerning the participation of tocopherol in apoptosis are discussed. Acting as antioxidant this vitamin exerts a complex effect on apoptosis mechanisms. Its action on this process is caused by involvement of some different mechanisms transducing the apoptotic signal. Among them are caspase and Fas-receptor activation, sphingosine metabolism, processes carried out in nuclei and mitochondria and signal transduction pathways. The specific mechanisms connected with interaction of this vitamin with tocopherol-binding proteins may be also involved in this vitamin action."
2-s2.0-84873920373.xml,"AIM: To investigate the effects of Axl deglycosylation on tumor lymphatic metastases in mouse hepatocellular carcinoma cell lines. METHODS: Western blotting was used to analyze the expression profile of Axl glycoprotein in mouse hepatocellular carcinoma cell line Hca-F treated with tunicamycin and PNGase F 3-(4,5)-dimethylthiazol(-zyl)-3,5- diphenyltetrazolium bromide (MTT) assay, extracellular matrix (ECM) invasion assay (in vitro) and tumor metastasis assay (in vivo) were utilized to evaluate the effect of Axl deglycosylation on the Hca-F cell proliferation, invasion and lymphatic metastasis. RESULTS: Tunicamycin and PNGase F treatment markedly inhibited Axl glycoprotein synthesis and expression, proliferation, invasion, and lymphatic metastasis both in vitro and in vivo. In the MTT assay, proliferation was apparent in untreated Hca-F cells compared with treated Hca-F cells. In the ECM invasion assay (in vitro), treated cells passed through the ECMatrix gel in significantly smaller numbers than untreated cells (tunicamycin 5 μg/mL: 68 ± 8 vs 80 ± 9, P = 0.0222; 10 μg/mL: 50 ± 6 vs 80 ± 9, P = 0.0003; 20 μg/mL: 41 ± 4 vs 80 ± 9, P = 0.0001); (PNGase F 8 h: 66 ± 7 vs 82 ± 8, P = 0.0098; 16 h: 49 ± 4 vs 82 ± 8, P = 0.0001; 24 h: 34 ± 3 vs 82 ± 8, P = 0.0001). In the tumor metastasis assay (in vivo), average lymph node weights of the untreated Hca-F group compared with treated Hca-F groups (tunicamycin 5 μg/mL: 0.84 ± 0.21 g vs 0.72 ± 0.19 g, P = 0.3237; 10 μg/mL: 0.84 ± 0.21 g vs 0.54 ± 0.11 g, P = 0.0113; 20 μg/mL: 0.84 ± 0.21 g vs 0.42 ± 0.06 g, P = 0.0008); (PNGase F 8 h: 0.79 ± 0.15 g vs 0.63 ± 0.13 g, P = 0.0766; 16 h: 0.79 ± 0.15 g vs 0.49 ± 0.10 g, P = 0.0022; 24 h: 0.79 ± 0.15 g vs 0.39 ± 0.05 g, P = 0.0001). Also, average lymph node volumes of the untreated Hca-F group compared with treated Hca-F groups (tunicamycin 5 μg/mL: 815 ± 61 mm"
2-s2.0-84874057852.xml,This paper presents experimental results on the spatio-temporal development and breakdown statistics of filamentary microdischarges (MD) in O
2-s2.0-84874153578.xml,This study aims to examine a quantitative method applied to determine transportation cost of knowledge assets between three hospitals in Jordan. The results of the study explain that quantitative method (Linear Programming) can be used as decision support system to help decision maker when he want to select between many kinds of knowledge assets with minimum cost. © 2012 AICIT.
