2-s2.0-84873919500.xml,"An increasing number of high-performance networks provision dedicated channels through circuit switching or MPLS/GMPLS techniques to support large data transfer. The link bandwidths in such networks are typically shared by multiple users through advance reservation, resulting in varying bandwidth availability in future time. Developing efficient scheduling algorithms for advance bandwidth reservation has become a critical task to improve the utilization of network resources and meet the transport requirements of application users. We consider an exhaustive combination of different path and bandwidth constraints and formulate four types of advance bandwidth scheduling problems, with the same objective to minimize the data transfer end time for a given transfer request with a prespecified data size: 1) fixed path with fixed bandwidth (FPFB); 2) fixed path with variable bandwidth (FPVB); 3) variable path with fixed bandwidth (VPFB); and 4) variable path with variable bandwidth (VPVB). For VPFB and VPVB, we further consider two subcases where the path switching delay is negligible or nonnegligible. We propose an optimal algorithm for each of these scheduling problems except for FPVB and VPVB with nonnegligible path switching delay, which are proven to be NP-complete and nonapproximable, and then tackled by heuristics. The performance superiority of these heuristics is verified by extensive experimental results in a large set of simulated networks in comparison to optimal and greedy strategies. © 1993-2012 IEEE."
2-s2.0-1642337802.xml,Precision and accuracy of portable meter Accutrend GCT (Roche Diagnostics®) were examined. Very good instrumental precision and accuracy characterizes this device.
2-s2.0-1542752744.xml,"The gray catbird (Dumetella carolinensis) has been documented visiting and breaking the eggs of artificial nests, but the implications of such observations are unclear because there is little cost in depredating an undefended nest. During the summer of 2001 at Konza Prairie Biological Station, Kansas, we videotaped a gray catbird that broke and consumed at least 1 egg in a brown thrasher (Toxostoma rufum) nest. Our observation was consistent with egg predation because the catbird consumed the contents of the damaged egg after breaking it. The large difference in body mass suggests that a catbird (37 g) destroying eggs in a thrasher (69 g) nest might risk injury if caught in the act of predation and might explain why egg prédation by catbirds has been poorly documented. Our observation indicated that the catbird should be considered as an egg predator of natural nests and that single-egg predation of songbird nests should not be attributed to egg removal by female brown-headed cowbirds (Molothrus ater) without additional evidence."
2-s2.0-1642340493.xml,"In this letter, we present an efficient and simple reduced nonlinear lumped network (RNL"
2-s2.0-1642275075.xml,"High-throughput assays for enzyme catalysis that can be applied to a broad range of chemical reactions are key to advances in directed evolution and proteomics. Recently, we reported such a general assay, chemical complementation, which links enzyme catalysis to reporter gene transcription in vivo using the yeast three-hybrid assay. In this proof-of-principle experiment, it was shown that a wild-type β-lactamase enzyme could be isolated from a pool of inactive mutants using a lacZ screen. Ideally, however, such an assay should be able to distinguish enzymes based on their catalytic activity. Thus, here, we set out to determine if the catalytic efficiency of an enzyme variant does in fact correlate with its level of transcription activation in the chemical complementation assay. First, the reaction mechanism for the cleavage of the β-lactam substrate used in the chemical complementation proof-of-principle experiment was determined. Then a series of β-lactamase variants was designed to span several orders of magnitude in k"
2-s2.0-1642310856.xml,"Three alternative routes, using the heterobifunctional macroinitiator technique, have been developed to obtain polystyrene-poly(tert-butyl methacrylate)-poly-(ethylene oxide) triarm star block copolymers. Only the route showing the reverse initiation of tert-butyl methacrylate on potassium alkoxide leads to the pure star, whereas the other strategies lead to incomplete initiation because of either an increase in the side reactions, such as transesterification, or a decrease in the accessibility toward bulky catalysts. These limits are linked to the particular location of the initiating group at the junction of the two blocks of the copolymer precursor. © 2004 Wiley Periodicals, Inc."
2-s2.0-1642485021.xml,"Pulmonary arterial involvement is a rare but life-threatening complication of Behçet's disease (BD). A 28-year old male, presented with hemoptysis, fever, dyspnea, weight loss and recurrent oral ulcers was diagnosed with Behçet's disease with multiple bilateral pulmonary arterial aneurysms confirmed following a CT and MRI. scan Besides pulmonary involvement, ocular involvement was also shown. Complete regression was noted during the first year of the therapy with cyclophosphamide and corticosteroid. The patient is still under the hospital for follow ups with favourable outcome predicted."
2-s2.0-1542359100.xml,"The reduction in the green house gas (GHG) emission by 8% by establishing burden sharing factors by Kyoto Protocol was discussed. The Kyoto Protocol introduced three 'flexibility mechanisms' for achieving the GHG reduction goal. These mechanisms include emission trading (ET) and joint implementation (JI) among developed countries, clean developed mechanisms (CDM) for cooperation between developed and developing countries. A draft strategy to obtain the 93 Mton CO2 eq of reduction by the Ministry for the Environment was described."
2-s2.0-1642343564.xml,"Geochemical reactions and seismic activity lead to changes in the temperature and composition of the gases emitted by volcanoes. This paper describes the use of laser spectroscopy for online, in situ concentration monitoring of volcanic gases. It also discusses the potential of a new fiber optic laser sensor that can help scientists improve their understanding of the mechanisms underlying volcanic activity and may one day serve as the basis for a new type of eruption warning system."
2-s2.0-1542426375.xml,"An iterative approach to full vector three-dimensional inverse scattering problems, where the unknown objects can have conductivity, permittivity and permeability different from the known background medium, is discussed. Since this problem involves a large number of unknowns, it has to be solved effectively and efficiently so that the results can be obtained in timely manner. The forward modeling is based on a domain integral equation approach formulated in terms of the electric and magnetic contrast sources normalized with the characteristic impedance of the background medium. Our numerical tests indicate that this formulation is prerequisite in order to arrive at a forward solution within an acceptable number of iterations, and hence it is also of significant importance in the optimization process of the inverse problem. The inverse scattering problem is attacked using the Multiplicative Regularized Contrast Source Inversion method as known in the literature. The complexity of this inverse method is approximately equal to the complexity of two equivalent forward algorithms of the conjugate gradient type. Furthermore, this inverse method has been armed with a weighted L"
2-s2.0-1442351317.xml,"In this paper, an information system capable of identifying and categorizing e-commerce web pages is proposed, on the basis of information filtering combined with a Artificial Neural Network (ANN). It includes term transformation techniques along with pattern recognition methods for content identification. The information representation techniques are based on a multi-dimensional descriptor vector with 432 word stems collected either manually or in an automatic way. This vector is called e-Commerce Descriptor Vector (e-CDV) and when applied in a proper way according to a proposed technique, it assigns a unique profile to every tested web page. The created profile is then considered as a pattern, and it is categorized by the system according the Business Media Framework (BMF). The system classifies twelve classes of web pages. Eleven of them follow the concepts of the BMF, while the last represents all the other web pages."
2-s2.0-1442351678.xml,"Companies have a share in our common responsibility to future generations. Hitherto, this responsibility has been all but neglected in the business ethics literature. This paper intends to make up for that omission. A strong case for our moral responsibility to future generations can be established on the grounds of moral rights theory, utilitarianism and justice theory. The paper analyses two practical cases in environmental policy, in order to come to grips with the complicated ethical issues involved in the responsibility to future generations. The cases deal with the management of finite energy sources and of vulnerable resources of biodiversity. The ethical issues involved in these cases have an important bearing on business ethics: future generations should be included among the stakeholders of the firm. The paper concludes with a plea to institutionalize a ""third arena"" for debate and deliberation on the protection of the interests of future generations, next to the arenas of the government and the market. Companies should participate in this third arena, led by a participatory ethics."
2-s2.0-1442289509.xml,∞ were treated along the same lines. © 2003 Elsevier B.V. All rights reserved.
2-s2.0-1642567884.xml,"Over the last decade, Australian organisations have embraced total quality management (TQM) as an effective management philosophy. However, a recent report indicated that there is little evidence of leading Australian researchers working on quality and related areas. Moreover, the perception is that whatever research has been done, it is fragmented and at a low level. In the light of this we conducted an extensive literature search on TQM materials. Our purpose was to provide a systematic analysis of the TQM articles published by the Australian researchers or in the context of Australian organisations. Our analysis led us to conclude that the research has been unbalanced, focusing mainly on case studies and empirical research. Further research is necessary to develop conceptual underpinning and analytical models based on large empirical studies. © MCB UP Ltd."
2-s2.0-84873913616.xml,We have prepared hybrid luminescent nanoparticles with amorphous SiO
2-s2.0-1542437908.xml,"0.05). CONCLUSION: Despite normal otoscopic findings, external auditory canal cultures may show pathogenic colonization in patients with asteatosis. Topical administration of alcohol and boric acid solution seems to relieve itching in patients with normal flora."
2-s2.0-84873914762.xml,"Background: Cancer patients appear at higher risk of accidental death and suicide. The reasons for this and how suicide and accidental death relate remain unclear. Aims: To clarify and contrast risk factors for such deaths among cancer patients. Methods: A SEER (1973-2007) analysis was conducted on 4,449,957 cancer patients comparing all causes of death (COD) to accidental and suicidal deaths through competing hazards, relative risk andproportional hazards models. SEER did not provide psychological assessments; the analysiswas confined to their standard epidemiological and clinicopathological parameters. Results: 2,557,385 overall deaths yielded 16,879 (0.66%) accidents and 6,589 (0.26%) suicides. Mortality reached its highest incidence immediately after diagnosis and obeyed Pareto type II distributions. The major identifiable risk factor for suicide was male gender; for accidental death, First Nations ethnicity; and all COD, metastases. Minor factors for suicide included metastases, advanced age, and respiratory as well as head and neck tumors, whereas for accidental death they were male gender, metastases, advanced age, and brain tumors. Conclusions: Differences were observed in the risk patterns of suicide and accidental death, suggesting distinct etiologies. A high incidence of suicides and accidental deaths following diagnosis (attributed by some to stress from the diagnosis of cancer) correlated here with overall mortality and indicators of physical morbidity. Cancer patients with the above identifiable risk factors warrant supportive attention. © 2012 Hogrefe Publishing."
2-s2.0-1442326881.xml,"The literature data concerning the participation of tocopherol in apoptosis are discussed. Acting as antioxidant this vitamin exerts a complex effect on apoptosis mechanisms. Its action on this process is caused by involvement of some different mechanisms transducing the apoptotic signal. Among them are caspase and Fas-receptor activation, sphingosine metabolism, processes carried out in nuclei and mitochondria and signal transduction pathways. The specific mechanisms connected with interaction of this vitamin with tocopherol-binding proteins may be also involved in this vitamin action."
2-s2.0-1542468105.xml,"We present a velocity-oriented discrete analog of the partial differential equations governing porous media flow: the edge-based face element method. Conventional finite element techniques calculate pressures in the nodes of the grid. However, such methods do not satisfy the requirement of flux continuity at the faces. In contrast, the edge-based method calculates vector potentials along the edges, leading to continuity of fluxes. The method is algebraically equivalent with the popular block-centered finite difference method and with the mixed-hybrid finite element method, but is algorithmically different and has the same robustness as the more conventional node-based velocity-oriented method. The numerical examples are computed analytically and may, therefore, be considered as an 'heuristic proof' of the theory and its practical applicability for reservoir engineering and geohydrology. © 2004 Kluwer Academic Publishers. Printed in the Netherlands."
